Week,Date,Team,home,Opp,0-19 FGA,0-19 FGM,20-29 FGA,20-29 FGM,30-39 FGA,30-39 FGM,40-49 FGA,40-49 FGM,50+ FGA,50+ FGM,Kicking Totals FGA,Kicking Totals FGM,Kicking Totals FG%,Kicking Totals XPA,Kicking Totals XPM,Kicking Totals XP%,Kickoffs KO,Kickoffs KOYds,Kickoffs TB,Kickoffs TB%,Kickoffs KOAvg,Snap Counts OffSnp,Snap Counts Off%,Snap Counts STSnp,Snap Counts ST%,Player,Position,Year,Passing Cmp,Passing Att,Passing Cmp%,Passing Yds,Passing TD,Passing Int,Passing Y/A,Passing AY/A,Passing Rate,Passing Sk,Punting Pnt,Punting Yds,Punting Y/P,Punting RetYds,Punting NetYds,Punting NY/P,Punting TB,Punting TB%,Punting Pnt20,Punting In20%,Punting Blck,Fumbles Fmb,Fumbles FL,Fumbles FF,Fumbles FR,Fumbles FRTD,Rushing Att,Rushing Yds,Rushing TD,Rushing Y/A,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Ctch%,Receiving Y/Tgt,Win,Team Score,Opp Score
13,2023-12-03,DET,1,NOR,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,Michael Badgley,K,2023,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,33,28
14,2023-12-10,DET,1,CHI,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,Michael Badgley,K,2023,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,13,28
15,2023-12-16,DET,0,DEN,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,6,6,100.0,0,0.0,0,0.0,0.0,0,0.0,6,20.7,Michael Badgley,K,2023,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,42,17
15,2023-12-16,DET,0,DEN,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,Michael Badgley,K,2023,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,42,17
16,2023-12-24,DET,1,MIN,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1,100.0,4,3,75.0,0,0.0,0,0.0,0.0,0,0.0,5,19.2,Michael Badgley,K,2023,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,30,24
17,2023-12-30,DET,1,DAL,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,2,2,100.0,1,1,100.0,1,10.0,0,0.0,10.0,0,0.0,4,15.4,Michael Badgley,K,2023,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,19,20
18,2024-01-07,DET,0,MIN,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1,100.0,4,3,75.0,0,0.0,0,0.0,0.0,0,0.0,5,17.9,Michael Badgley,K,2023,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,30,20
1,2011-09-11,DAL,1,NYJ,0,0.0,0,0.0,0,0.0,0,0.0,3,3.0,1,1,100.0,3,3,100.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,Dan Bailey,K,2011,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,24,27
2,2011-09-18,DAL,1,SFO,1,1.0,1,0.0,0,0.0,1,1.0,0,0.0,3,2,66.7,3,3,100.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,Dan Bailey,K,2011,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,27,24
3,2011-09-26,DAL,0,WAS,0,0.0,2,2.0,1,1.0,3,3.0,0,0.0,6,6,100.0,0,0,0.0,7,447.0,2,28.6,64.0,0,0.0,0,0.0,Dan Bailey,K,2011,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,18,16
4,2011-10-02,DAL,0,DET,0,0.0,1,1.0,1,1.0,1,1.0,0,0.0,3,3,100.0,3,3,100.0,6,385.0,3,50.0,64.0,0,0.0,0,0.0,Dan Bailey,K,2011,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,30,34
6,2011-10-16,DAL,1,NWE,0,0.0,2,2.0,0,0.0,1,1.0,0,0.0,3,3,100.0,1,1,100.0,5,313.0,0,0.0,63.0,0,0.0,0,0.0,Dan Bailey,K,2011,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,16,20
7,2011-10-23,DAL,0,STL,0,0.0,0,0.0,1,1.0,0,0.0,1,1.0,2,2,100.0,4,4,100.0,7,419.0,1,14.3,60.0,0,0.0,0,0.0,Dan Bailey,K,2011,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,34,7
8,2011-10-30,DAL,1,PHI,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,1,100.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,Dan Bailey,K,2011,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,2,79.0,39.5,5.0,74.0,37.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,7,34
9,2011-11-06,DAL,0,SEA,0,0.0,2,2.0,0,0.0,1,1.0,0,0.0,3,3,100.0,2,2,100.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,Dan Bailey,K,2011,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,23,13
10,2011-11-13,DAL,0,BUF,0,0.0,0,0.0,2,2.0,1,1.0,0,0.0,3,3,100.0,5,5,100.0,9,577.0,6,66.7,64.0,0,0.0,0,0.0,Dan Bailey,K,2011,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,44,7
11,2011-11-20,DAL,1,WAS,0,0.0,0,0.0,2,2.0,0,0.0,0,0.0,2,2,100.0,3,3,100.0,6,395.0,2,33.3,66.0,0,0.0,0,0.0,Dan Bailey,K,2011,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,27,24
12,2011-11-24,DAL,0,MIA,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,2,2,100.0,2,2,100.0,4,265.0,1,25.0,66.0,0,0.0,0,0.0,Dan Bailey,K,2011,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,20,19
13,2011-12-04,DAL,1,ARI,0,0.0,0,0.0,1,1.0,1,0.0,2,1.0,4,2,50.0,1,1,100.0,5,336.0,2,40.0,67.0,0,0.0,0,0.0,Dan Bailey,K,2011,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,13,19
14,2011-12-11,DAL,0,NYG,0,0.0,0,0.0,0,0.0,3,2.0,0,0.0,3,2,66.7,4,4,100.0,7,462.0,4,57.1,66.0,0,0.0,0,0.0,Dan Bailey,K,2011,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,34,37
15,2011-12-17,DAL,1,TAM,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1,100.0,4,4,100.0,6,362.0,2,33.3,60.0,0,0.0,0,0.0,Dan Bailey,K,2011,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,31,15
16,2011-12-24,DAL,0,PHI,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,1,100.0,2,94.0,1,50.0,47.0,0,0.0,0,0.0,Dan Bailey,K,2011,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,7,20
17,2012-01-01,DAL,1,NYG,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0,0.0,2,2,100.0,3,188.0,0,0.0,63.0,0,0.0,0,0.0,Dan Bailey,K,2011,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,14,31
1,2012-09-05,DAL,1,NYG,0,0.0,0,0.0,0,0.0,0,0.0,3,3.0,1,1,100.0,3,3,100.0,5,329.0,0,0.0,66.0,0,0.0,9,40.9,Dan Bailey,K,2012,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,24,17
2,2012-09-16,DAL,1,SEA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,1,100.0,2,124.0,1,50.0,62.0,0,0.0,3,12.5,Dan Bailey,K,2012,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,7,27
3,2012-09-23,DAL,0,TAM,0,0.0,2,2.0,1,1.0,0,0.0,0,0.0,3,3,100.0,1,1,100.0,5,279.0,3,60.0,56.0,0,0.0,9,34.6,Dan Bailey,K,2012,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,16,10
4,2012-10-01,DAL,0,CHI,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1,100.0,1,1,100.0,4,185.0,0,0.0,46.0,0,0.0,6,24.0,Dan Bailey,K,2012,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,18,34
6,2012-10-14,DAL,1,BAL,0,0.0,0,0.0,1,1.0,2,2.0,1,0.0,4,3,75.0,2,2,100.0,7,417.0,3,42.9,60.0,0,0.0,13,46.4,Dan Bailey,K,2012,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,29,31
7,2012-10-21,DAL,1,CAR,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,4,4,100.0,1,1,100.0,6,361.0,3,50.0,60.0,0,0.0,11,42.3,Dan Bailey,K,2012,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,19,14
8,2012-10-28,DAL,0,NYG,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1,100.0,3,3,100.0,5,323.0,1,20.0,65.0,0,0.0,9,26.5,Dan Bailey,K,2012,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,24,29
9,2012-11-04,DAL,1,ATL,0,0.0,1,1.0,1,1.0,0,0.0,1,0.0,3,2,66.7,1,1,100.0,4,257.0,2,50.0,64.0,0,0.0,8,29.6,Dan Bailey,K,2012,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,13,19
10,2012-11-11,DAL,1,PHI,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1,100.0,5,5,100.0,7,433.0,2,28.6,62.0,0,0.0,13,36.1,Dan Bailey,K,2012,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,38,23
11,2012-11-18,DAL,0,CLE,0,0.0,0,0.0,2,2.0,1,1.0,0,0.0,3,3,100.0,2,2,100.0,5,248.0,0,0.0,50.0,0,0.0,10,31.3,Dan Bailey,K,2012,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,23,20
12,2012-11-22,DAL,0,WAS,0,0.0,0,0.0,2,2.0,0,0.0,1,1.0,3,3,100.0,2,2,100.0,7,409.0,4,57.1,58.0,0,0.0,12,36.4,Dan Bailey,K,2012,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,31,38
13,2012-12-02,DAL,0,PHI,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1,100.0,5,5,100.0,7,465.0,4,57.1,66.0,0,0.0,13,44.8,Dan Bailey,K,2012,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,38,33
14,2012-12-09,DAL,1,CIN,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,2,2,100.0,2,2,100.0,4,253.0,1,25.0,63.0,0,0.0,8,29.6,Dan Bailey,K,2012,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,20,19
15,2012-12-16,DAL,0,PIT,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,2,2,100.0,3,3,100.0,6,375.0,4,66.7,63.0,0,0.0,11,34.4,Dan Bailey,K,2012,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,27,24
16,2012-12-23,DAL,0,NOR,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,1,1,100.0,4,4,100.0,6,381.0,2,33.3,64.0,0,0.0,11,31.4,Dan Bailey,K,2012,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,31,34
17,2012-12-30,DAL,1,WAS,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,1,1,100.0,1,1,100.0,4,250.0,0,0.0,63.0,0,0.0,6,24.0,Dan Bailey,K,2012,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,18,28
1,2013-09-08,DAL,0,NYG,0,0.0,0,0.0,0,0.0,0,0.0,3,3.0,3,3,100.0,3,3,100.0,8,527.0,7,87.5,66.0,0,0.0,14,41.2,Dan Bailey,K,2013,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,36,31
2,2013-09-15,DAL,1,KAN,0,0.0,0,0.0,1,1.0,0,0.0,2,2.0,3,3,100.0,1,1,100.0,5,324.0,3,60.0,65.0,0,0.0,9,32.1,Dan Bailey,K,2013,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,16,17
3,2013-09-22,DAL,0,STL,1,1.0,0,0.0,1,0.0,0,0.0,0,0.0,2,1,50.0,4,4,100.0,6,403.0,4,66.7,67.0,0,0.0,12,48.0,Dan Bailey,K,2013,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,31,7
4,2013-09-29,DAL,1,SDG,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0,0.0,3,3,100.0,4,258.0,3,75.0,65.0,0,0.0,8,27.6,Dan Bailey,K,2013,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,21,30
5,2013-10-06,DAL,0,DEN,0,0.0,0,0.0,0,0.0,2,2.0,0,0.0,2,2,100.0,4,4,100.0,8,516.0,4,50.0,65.0,0,0.0,14,42.4,Dan Bailey,K,2013,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,48,51
6,2013-10-13,DAL,0,WAS,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1,100.0,4,4,100.0,6,372.0,4,66.7,62.0,0,0.0,11,37.9,Dan Bailey,K,2013,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,31,16
7,2013-10-20,DAL,1,PHI,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1,100.0,2,2,100.0,4,265.0,3,75.0,66.0,0,0.0,7,24.1,Dan Bailey,K,2013,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,17,3
8,2013-10-27,DAL,1,DET,0,0.0,0,0.0,0,0.0,1,1.0,2,2.0,3,3,100.0,3,3,100.0,7,462.0,6,85.7,66.0,0,0.0,13,37.1,Dan Bailey,K,2013,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,30,31
9,2013-11-03,DAL,0,MIN,0,0.0,0,0.0,0,0.0,2,2.0,0,0.0,2,2,100.0,3,3,100.0,6,367.0,0,0.0,61.0,0,0.0,11,39.3,Dan Bailey,K,2013,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,27,23
10,2013-11-10,DAL,1,NOR,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1,100.0,2,2,100.0,4,208.0,3,75.0,52.0,0,0.0,7,21.9,Dan Bailey,K,2013,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,17,49
12,2013-11-24,DAL,1,NYG,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1,100.0,3,3,100.0,4,225.0,0,0.0,56.0,0,0.0,8,28.6,Dan Bailey,K,2013,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,24,21
13,2013-11-28,DAL,0,OAK,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1,100.0,4,4,100.0,6,374.0,1,16.7,62.0,0,0.0,12,38.7,Dan Bailey,K,2013,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,31,24
14,2013-12-09,DAL,1,CHI,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,4,4,100.0,5,229.0,0,0.0,46.0,0,0.0,9,32.1,Dan Bailey,K,2013,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,28,45
15,2013-12-15,DAL,0,GNB,0,0.0,1,1.0,0,0.0,2,2.0,2,2.0,5,5,100.0,3,3,100.0,9,585.0,9,100.0,65.0,0,0.0,17,48.6,Dan Bailey,K,2013,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,36,37
16,2013-12-22,DAL,1,WAS,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1,100.0,3,3,100.0,5,315.0,0,0.0,63.0,0,0.0,9,34.6,Dan Bailey,K,2013,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,24,23
17,2013-12-29,DAL,0,PHI,0,0.0,0,0.0,1,1.0,2,2.0,0,0.0,3,3,100.0,1,1,100.0,6,385.0,5,83.3,64.0,0,0.0,10,37.0,Dan Bailey,K,2013,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,22,24
1,2014-09-07,DAL,0,SFO,0,0.0,0,0.0,0,0.0,0,0.0,3,3.0,1,1,100.0,2,2,100.0,4,208.0,3,75.0,52.0,0,0.0,7,29.2,Dan Bailey,K,2014,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,17,28
2,2014-09-14,DAL,1,TEN,0,0.0,0,0.0,0,0.0,3,3.0,1,1.0,4,4,100.0,2,2,100.0,7,442.0,2,28.6,63.0,0,0.0,13,48.1,Dan Bailey,K,2014,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,26,10
3,2014-09-21,DAL,1,STL,0,0.0,1,1.0,0,0.0,1,1.0,0,0.0,2,2,100.0,4,4,100.0,7,469.0,5,71.4,67.0,0,0.0,13,48.1,Dan Bailey,K,2014,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,34,31
4,2014-09-28,DAL,0,NOR,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1,100.0,5,5,100.0,7,455.0,7,100.0,65.0,0,0.0,13,46.4,Dan Bailey,K,2014,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,38,17
5,2014-10-05,DAL,0,HOU,0,0.0,0,0.0,1,1.0,1,1.0,1,0.0,3,2,66.7,2,2,100.0,5,333.0,4,80.0,67.0,0,0.0,10,35.7,Dan Bailey,K,2014,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,20,17
6,2014-10-12,DAL,1,SEA,0,0.0,0,0.0,1,1.0,1,1.0,1,1.0,3,3,100.0,3,3,100.0,7,484.0,2,28.6,69.0,0,0.0,13,41.9,Dan Bailey,K,2014,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,30,23
