Week,Date,Team,home,Opp,0-19 FGA,0-19 FGM,20-29 FGA,20-29 FGM,30-39 FGA,30-39 FGM,40-49 FGA,40-49 FGM,50+ FGA,50+ FGM,Kicking Totals FGA,Kicking Totals FGM,Kicking Totals FG%,Kicking Totals XPA,Kicking Totals XPM,Kicking Totals XP%,Kickoffs KO,Kickoffs KOYds,Kickoffs TB,Kickoffs TB%,Kickoffs KOAvg,Snap Counts OffSnp,Snap Counts Off%,Snap Counts STSnp,Snap Counts ST%,Player,Position,Year,Passing Cmp,Passing Att,Passing Cmp%,Passing Yds,Passing TD,Passing Int,Passing Y/A,Passing AY/A,Passing Rate,Passing Sk,Punting Pnt,Punting Yds,Punting Y/P,Punting RetYds,Punting NetYds,Punting NY/P,Punting TB,Punting TB%,Punting Pnt20,Punting In20%,Punting Blck,Fumbles Fmb,Fumbles FL,Fumbles FF,Fumbles FR,Fumbles FRTD,Rushing Att,Rushing Yds,Rushing TD,Rushing Y/A,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Ctch%,Receiving Y/Tgt,Win,Team Score,Opp Score
1,2006-09-10,CAR,0,ATL,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,2,2,100.0,0,0,0.0,1,74.0,0,0.0,74.0,0,0.0,0,0.0,John Kasay,K,2006,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,6,20
2,2006-09-17,CAR,1,MIN,0,0.0,2,2.0,0,0.0,0,0.0,0,0.0,2,2,100.0,1,1,100.0,3,194.0,0,0.0,65.0,0,0.0,0,0.0,John Kasay,K,2006,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,13,16
3,2006-09-24,CAR,1,TAM,0,0.0,0,0.0,0,0.0,2,2.0,2,2.0,4,4,100.0,2,2,100.0,4,258.0,1,25.0,65.0,0,0.0,0,0.0,John Kasay,K,2006,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,25.0,25.0,8.0,17.0,17.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,26,24
4,2006-10-01,CAR,0,NOR,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,3,3,100.0,1,66.0,0,0.0,66.0,0,0.0,0,0.0,John Kasay,K,2006,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,21,18
5,2006-10-08,CAR,0,CLE,1,1.0,1,1.0,0,0.0,0,0.0,1,0.0,3,2,66.7,2,2,100.0,4,247.0,0,0.0,62.0,0,0.0,0,0.0,John Kasay,K,2006,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,20,12
6,2006-10-15,CAR,1,BAL,0,0.0,2,2.0,1,1.0,0,0.0,0,0.0,3,3,100.0,2,2,100.0,6,343.0,1,16.7,57.0,0,0.0,0,0.0,John Kasay,K,2006,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,23,21
7,2006-10-22,CAR,1,CIN,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,2,2,100.0,3,187.0,0,0.0,62.0,0,0.0,0,0.0,John Kasay,K,2006,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,14,17
8,2006-10-29,CAR,0,DAL,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0,0.0,2,2,100.0,3,198.0,0,0.0,66.0,0,0.0,0,0.0,John Kasay,K,2006,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,14,35
10,2006-11-13,CAR,0,TAM,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1,100.0,3,3,100.0,5,328.0,0,0.0,66.0,0,0.0,0,0.0,John Kasay,K,2006,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,24,10
11,2006-11-19,CAR,0,STL,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,2,2,100.0,1,1,100.0,4,269.0,1,25.0,67.0,0,0.0,0,0.0,John Kasay,K,2006,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,15,0
12,2006-11-26,CAR,1,WAS,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,2,2,100.0,1,1,100.0,3,183.0,0,0.0,61.0,0,0.0,0,0.0,John Kasay,K,2006,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,13,17
13,2006-12-04,CAR,1,PHI,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,1,1,100.0,3,3,100.0,5,275.0,0,0.0,55.0,0,0.0,0,0.0,John Kasay,K,2006,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,24,27
14,2006-12-10,CAR,0,NYG,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,2,2,100.0,1,1,100.0,4,205.0,0,0.0,51.0,0,0.0,0,0.0,John Kasay,K,2006,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,13,27
15,2006-12-17,CAR,0,PIT,0,0.0,0,0.0,1,1.0,0,0.0,1,0.0,2,1,50.0,0,0,0.0,2,133.0,1,50.0,67.0,0,0.0,0,0.0,John Kasay,K,2006,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,3,37
16,2006-12-24,CAR,1,ATL,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,1,1,100.0,1,1,100.0,3,196.0,0,0.0,65.0,0,0.0,0,0.0,John Kasay,K,2006,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,10,3
17,2006-12-31,CAR,1,NOR,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1,100.0,4,4,100.0,6,399.0,1,16.7,67.0,0,0.0,0,0.0,John Kasay,K,2006,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,31,21
1,2007-09-09,CAR,1,STL,0,0.0,0,0.0,2,2.0,1,0.0,0,0.0,3,2,66.7,3,3,100.0,6,392.0,1,16.7,65.0,0,0.0,0,0.0,John Kasay,K,2007,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,27,13
2,2007-09-16,CAR,0,HOU,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,3,3,100.0,4,212.0,0,0.0,53.0,0,0.0,0,0.0,John Kasay,K,2007,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,21,34
3,2007-09-23,CAR,1,ATL,0,0.0,0,0.0,0,0.0,2,2.0,0,0.0,2,2,100.0,3,3,100.0,3,208.0,0,0.0,69.0,0,0.0,0,0.0,John Kasay,K,2007,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,27,20
4,2007-09-30,CAR,0,TAM,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,1,100.0,1,16.0,0,0.0,16.0,0,0.0,0,0.0,John Kasay,K,2007,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,7,20
5,2007-10-07,CAR,1,NOR,0,0.0,1,1.0,1,1.0,0,0.0,1,1.0,3,3,100.0,1,1,100.0,4,276.0,0,0.0,69.0,0,0.0,0,0.0,John Kasay,K,2007,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,16,13
6,2007-10-14,CAR,1,ARI,0,0.0,1,1.0,1,1.0,3,2.0,0,0.0,5,4,80.0,1,1,100.0,7,480.0,0,0.0,69.0,0,0.0,0,0.0,John Kasay,K,2007,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,25,10
8,2007-10-28,CAR,0,IND,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,1,100.0,2,91.0,0,0.0,46.0,0,0.0,0,0.0,John Kasay,K,2007,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,7,31
9,2007-11-04,CAR,1,TEN,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,1,0,0.0,1,1,100.0,2,131.0,0,0.0,66.0,0,0.0,0,0.0,John Kasay,K,2007,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,32.0,32.0,0.0,32.0,32.0,0,0.0,1,100.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,7,20
10,2007-11-11,CAR,0,ATL,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,2,2,100.0,1,1,100.0,3,196.0,0,0.0,65.0,0,0.0,0,0.0,John Kasay,K,2007,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,13,20
11,2007-11-18,CAR,1,GNB,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1,100.0,2,2,100.0,4,204.0,0,0.0,51.0,0,0.0,0,0.0,John Kasay,K,2007,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,28.0,28.0,94.0,-66.0,-66.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,17,31
12,2007-11-25,CAR,0,NOR,0,0.0,1,1.0,0,0.0,1,1.0,0,0.0,2,2,100.0,0,0,0.0,3,157.0,0,0.0,52.0,0,0.0,0,0.0,John Kasay,K,2007,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,6,31
13,2007-12-02,CAR,0,SFO,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1,100.0,4,4,100.0,6,374.0,0,0.0,62.0,0,0.0,0,0.0,John Kasay,K,2007,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,31,14
14,2007-12-09,CAR,1,JAX,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,2,2,100.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,John Kasay,K,2007,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,6,37
15,2007-12-16,CAR,0,SEA,0,0.0,0,0.0,2,1.0,0,0.0,1,1.0,3,2,66.7,1,1,100.0,4,234.0,1,25.0,59.0,0,0.0,0,0.0,John Kasay,K,2007,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,13,10
16,2007-12-22,CAR,0,DAL,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,2,2,100.0,1,1,100.0,4,240.0,0,0.0,60.0,0,0.0,0,0.0,John Kasay,K,2007,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,13,20
17,2007-12-30,CAR,1,TAM,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1,100.0,4,4,100.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,John Kasay,K,2007,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,31,23
1,2008-09-07,CAR,1,SDG,0,0.0,0,0.0,2,2.0,2,2.0,0,0.0,4,4,100.0,2,2,100.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,John Kasay,K,2008,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,26,24
2,2008-09-14,CAR,0,CHI,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,2,2,100.0,2,2,100.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,John Kasay,K,2008,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,20,17
3,2008-09-21,CAR,1,MIN,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,1,1,100.0,1,1,100.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,John Kasay,K,2008,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,10,20
4,2008-09-28,CAR,0,ATL,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,1,1,100.0,3,3,100.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,John Kasay,K,2008,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,24,9
5,2008-10-05,CAR,0,KAN,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,2,2,100.0,4,4,100.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,John Kasay,K,2008,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,34,0
6,2008-10-12,CAR,1,TAM,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1,100.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,John Kasay,K,2008,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,3,27
7,2008-10-19,CAR,0,NOR,0,0.0,1,1.0,1,1.0,1,1.0,0,0.0,3,3,100.0,3,3,100.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,John Kasay,K,2008,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,30,7
8,2008-10-26,CAR,0,ARI,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,2,2,100.0,3,3,100.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,John Kasay,K,2008,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,27,23
10,2008-11-09,CAR,1,OAK,0,0.0,0,0.0,1,1.0,0,0.0,1,0.0,2,1,50.0,2,2,100.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,John Kasay,K,2008,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,17,6
11,2008-11-16,CAR,0,DET,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1,100.0,4,4,100.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,John Kasay,K,2008,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,31,22
12,2008-11-23,CAR,1,ATL,0,0.0,2,2.0,0,0.0,0,0.0,0,0.0,2,2,100.0,2,2,100.0,1,11.0,0,0.0,11.0,0,0.0,0,0.0,John Kasay,K,2008,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,28,45
13,2008-11-30,CAR,1,GNB,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,5,5,100.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,John Kasay,K,2008,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,35,31
14,2008-12-08,CAR,0,TAM,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1,100.0,5,5,100.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,John Kasay,K,2008,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,38,23
15,2008-12-14,CAR,0,DEN,0,0.0,0,0.0,1,1.0,2,2.0,0,0.0,3,3,100.0,3,3,100.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,John Kasay,K,2008,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,30,10
16,2008-12-21,CAR,1,NYG,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0,0.0,4,4,100.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,John Kasay,K,2008,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,28,34
17,2008-12-28,CAR,1,NOR,0,0.0,1,1.0,1,1.0,3,2.0,0,0.0,5,4,80.0,3,3,100.0,1,30.0,0,0.0,30.0,0,0.0,0,0.0,John Kasay,K,2008,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,33,31
1,2009-09-13,CAR,0,PHI,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1,100.0,1,1,100.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,John Kasay,K,2009,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,10,38
2,2009-09-20,CAR,1,ATL,0,0.0,0,0.0,1,1.0,0,0.0,1,1.0,2,2,100.0,2,2,100.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,John Kasay,K,2009,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,20,28
3,2009-09-28,CAR,1,DAL,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,1,100.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,John Kasay,K,2009,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,7,21
5,2009-10-11,CAR,0,WAS,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,1,1,100.0,1,1,100.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,John Kasay,K,2009,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,20,17
6,2009-10-18,CAR,1,TAM,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0,0.0,4,4,100.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,John Kasay,K,2009,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,28,21
7,2009-10-25,CAR,0,BUF,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,2,0,0.0,1,1,100.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,John Kasay,K,2009,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,9,20
8,2009-11-01,CAR,1,ARI,0,0.0,0,0.0,2,2.0,0,0.0,0,0.0,2,2,100.0,4,4,100.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,John Kasay,K,2009,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,34,21
9,2009-11-08,CAR,1,NOR,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,2,2,100.0,2,2,100.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,John Kasay,K,2009,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,20,30
10,2009-11-15,CAR,0,ATL,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0,0.0,4,4,100.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,John Kasay,K,2009,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,28,19
11,2009-11-19,CAR,0,MIA,0,0.0,1,1.0,1,1.0,1,1.0,0,0.0,3,3,100.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,John Kasay,K,2009,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,17,24
12,2009-11-29,CAR,1,NYJ,0,0.0,1,1.0,0,0.0,1,1.0,0,0.0,2,2,100.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,John Kasay,K,2009,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,6,17
13,2009-12-06,CAR,0,TAM,0,0.0,2,2.0,0,0.0,1,1.0,0,0.0,3,3,100.0,1,1,100.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,John Kasay,K,2009,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,16,6
14,2009-12-13,CAR,1,NWE,0,0.0,0,0.0,1,1.0,0,0.0,1,0.0,2,1,50.0,1,1,100.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,John Kasay,K,2009,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,10,20
15,2009-12-20,CAR,0,MIN,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,3,2,66.7,0,0.0,0,0.0,0.0,0,0.0,0,0.0,John Kasay,K,2009,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,26,7
