Rank,Player Team (Bye),POS,CBS,Sleeper,RTSports,AVG
112,Arizona Cardinals DST (4),DST9,109.0,,,103.3
113,Kelvin Benjamin,WR38,105.0,,,122.8
114,Andy Dalton CAR (12),QB16,112.0,,,123.0
115,Lamar Miller,RB38,103.0,,,103.8
116,Stephen Hauschka,K3,129.0,,,104.8
117,Bernard Pierce,RB39,125.0,,,124.8
118,Rueben Randle,WR39,124.0,,,127.4
119,Mark Ingram II,RB40,131.0,,,127.6
120,Justin Hunter,WR40,134.0,,,130.0
121,Jeremy Hill,RB41,137.0,,,131.0
122,Anquan Boldin,WR41,118.0,,,114.3
123,Phil Dawson,K4,127.0,,,115.3
124,Danny Woodhead,RB42,106.0,,,116.3
125,Riley Cooper,WR42,117.0,,,116.3
126,Mason Crosby,K5,146.0,,,117.8
127,Matt Prater,K6,139.0,,,121.3
128,Ben Roethlisberger,QB17,108.0,,,121.3
129,Dwayne Bowe,WR43,115.0,,,122.0
130,DeAngelo Williams,RB43,123.0,,,124.0
131,DeAndre Hopkins BAL (11),WR44,147.0,,,127.3
132,Cecil Shorts,WR45,144.0,,,128.5
133,Adam Vinatieri,K7,167.0,,,133.0
134,Darren McFadden,RB44,132.0,,,136.0
135,Heath Miller,TE13,128.0,,,137.0
136,Antonio Gates,TE14,126.0,,,138.3
137,Dan Bailey,K8,175.0,,,139.0
138,Terrance West,RB45,120.0,,,139.3
139,Houston Texans DST (10),DST10,172.0,,,139.5
140,Alex Smith,QB18,143.0,,,140.5
141,Ladarius Green,TE15,135.0,,,154.6
142,Khiry Robinson,RB46,154.0,,,145.0
143,Hakeem Nicks,WR46,130.0,,,145.5
144,Andre Williams,RB47,113.0,,,147.0
145,Steve Smith,WR47,142.0,,,147.5
146,Shonn Greene,RB48,173.0,,,158.4
147,Charles Clay,TE16,153.0,,,148.0
148,Devonta Freeman,RB49,114.0,,,152.8
149,Joe Flacco CLE (4),QB19,151.0,,,153.3
150,Tavon Austin,WR48,140.0,,,154.0
151,Danny Amendola,WR49,160.0,,,155.0
152,Chris Ivory,RB50,166.0,,,155.8
153,Sebastian Janikowski,K9,227.0,,,165.0
154,Nick Novak,K10,204.0,,,159.5
155,Ahmad Bradshaw,RB51,193.0,,,167.2
156,New Orleans Saints DST (6),DST11,182.0,,,160.5
157,Carson Palmer,QB20,116.0,,,147.3
158,Chicago Bears DST (9),DST12,141.0,,,147.7
159,Eric Ebron,TE17,155.0,,,161.0
160,LeGarrette Blount,RB52,152.0,,,161.0
161,Eli Manning,QB21,157.0,,,149.3
162,Green Bay Packers DST (9),DST13,163.0,,,150.7
163,Ryan Tannehill,QB22,149.0,,,151.7
164,Johnny Manziel,QB23,179.0,,,164.5
165,Pittsburgh Steelers DST (12),DST14,186.0,,,165.0
166,Josh Gordon,WR50,136.0,,,153.3
167,Greg Jennings,WR51,190.0,,,167.8
168,Doug Baldwin,WR52,164.0,,,168.5
169,Detroit Lions DST (9),DST15,242.0,,,162.0
170,Brian Hartline,WR53,148.0,,,171.5
171,Christine Michael,RB53,158.0,,,165.0
172,Cleveland Browns DST (4),DST16,194.0,,,174.0
173,Sam Bradford,QB24,145.0,,,149.0
174,Marvin Jones Jr.,WR54,211.0,,,171.0
175,Blair Walsh,K11,235.0,,,180.3
176,Matt Bryant,K12,165.0,,,169.3
177,James Jones,WR55,217.0,,,181.3
178,Markus Wheaton,WR56,168.0,,,169.7
179,Travis Kelce KC (6),TE18,197.0,,,155.0
180,Baltimore Ravens DST (11),DST17,206.0,,,172.3
181,Zach Miller,TE19,,,,156.5
182,Jarrett Boykin,WR57,150.0,,,157.5
183,Tampa Bay Buccaneers DST (7),DST18,170.0,,,172.3
184,Michael Vick,QB25,,,,159.5
185,Kenny Stills,WR58,159.0,,,173.3
186,Brent Celek,TE20,185.0,,,173.7
187,Tony Gonzalez,TE21,,,,122.0
188,Buffalo Bills DST (9),DST19,196.0,,,175.3
189,Coby Fleener,TE22,180.0,,,177.0
190,Delanie Walker,TE23,183.0,,,177.3
191,Josh McCown,QB26,178.0,,,166.0
192,Dallas Cowboys DST (11),DST20,,,,166.5
193,Teddy Bridgewater,QB27,156.0,,,166.5
194,Jermichael Finley,TE24,,,,137.0
195,Robbie Gould,K13,207.0,,,182.3
196,Shayne Graham,K14,176.0,,,181.0
197,Aaron Dobson,WR59,187.0,,,182.3
198,Derek Carr,QB28,,,,147.0
199,Knile Davis,RB54,174.0,,,174.5
200,Harry Douglas,WR60,181.0,,,178.0
201,Donald Brown,RB55,200.0,,,180.0
202,Miles Austin,WR61,189.0,,,187.0
203,Jordan Matthews,TE25,169.0,,,180.5
204,Malcom Floyd,WR62,161.0,,,161.0
205,Steve Johnson,WR63,,,,161.0
206,New York Giants DST (8),DST21,225.0,,,195.7
207,Geno Smith LV (),QB29,162.0,,,162.0
208,Brandon LaFell,WR64,220.0,,,191.0
209,Tim Wright,TE26,195.0,,,182.0
210,Dwayne Allen,TE27,171.0,,,182.0
211,Dexter McCluster,RB56,184.0,,,183.5
212,Philadelphia Eagles DST (7),DST22,213.0,,,193.3
213,Mike Nugent,K15,244.0,,,205.0
214,Owen Daniels,TE28,,,,168.0
215,James Starks,RB57,198.0,,,185.0
216,Jerricho Cotchery,WR65,226.0,,,197.5
217,David Akers,K16,,,,171.0
218,Kenbrell Thompkins,WR66,214.0,,,193.5
219,Kenny Britt,WR67,177.0,,,188.0
220,Indianapolis Colts DST (10),DST23,,,,176.0
221,Andrew Hawkins,WR68,219.0,,,198.5
222,Miami Dolphins DST (5),DST24,238.0,,,208.5
223,Mitch Ewald,K17,,,,180.0
224,Jonathan Stewart,RB58,201.0,,,190.5
225,Marqise Lee,WR69,202.0,,,192.0
226,Greg Zuerlein,K18,236.0,,,206.3
227,C.J. Anderson,RB59,,,,185.0
228,Dan Carpenter,K19,241.0,,,213.0
229,Connor Barth,K20,,,,186.0
230,New York Jets DST (11),DST25,,,,188.0
231,E.J. Manuel,QB30,188.0,,,188.0
232,Ryan Succop,K21,240.0,,,214.0
233,Garrett Graham,TE29,232.0,,,210.5
234,Tyler Eifert,TE30,212.0,,,201.0
235,James White,RB60,191.0,,,191.0
236,Jared Cook,TE31,228.0,,,206.7
237,Roy Helu,RB61,224.0,,,207.5
238,Nick Folk,K22,243.0,,,211.7
239,Odell Beckham Jr.,WR70,192.0,,,192.0
240,Alex Henery,K23,223.0,,,207.5
241,Cody Parkey,K24,,,,193.0
242,Brandon McManus GB (9),K25,,,,194.0
243,Jake Locker,QB31,199.0,,,199.0
244,Rod Streater,WR71,203.0,,,203.0
245,Ryan Fitzpatrick,QB32,205.0,,,205.0
246,Ronnie Hillman,RB62,208.0,,,208.0
247,Mohamed Sanu Sr.,WR72,209.0,,,209.0
248,Tre Mason,RB63,210.0,,,210.0
249,Lance Dunbar,RB64,215.0,,,215.0
250,Jace Amaro,TE32,216.0,,,216.0
251,Jonathan Grimes,RB65,218.0,,,218.0
252,Minnesota Vikings DST (10),DST26,221.0,,,221.0
253,Jacquizz Rodgers,RB66,222.0,,,222.0
254,Nate Freese,K26,229.0,,,229.0
255,Shaun Suisham,K27,230.0,,,230.0
256,Benny Cunningham Jr.,RB67,231.0,,,231.0
257,Stepfan Taylor,RB68,233.0,,,233.0
258,Caleb Sturgis,K28,234.0,,,234.0
259,Jay Feely,K29,237.0,,,237.0
260,Marcedes Lewis,TE33,239.0,,,239.0
