Rank,Player Team (Bye),POS,CBS,Sleeper,RTSports,AVG
276,John Brown,WR87,,251.0,,280.5
277,Houston Texans DST (10),DST23,,,,252.0
278,Paul McRoberts,WR88,,252.0,,252.0
279,Jonathan Brown,K18,,253.0,,253.0
280,Sam Ficken,K19,,,,254.0
281,Marcus Marshall,RB86,,254.0,,254.0
282,Vincent Testaverde,QB31,,255.0,,255.0
283,Nick Tiano,QB32,,256.0,,256.0
284,Kent Taylor,TE36,,257.0,,257.0
285,Cam Sutton,TE37,,258.0,,258.0
286,Stevan Ridley,RB87,,259.0,,259.0
287,Drew Lock SEA (9),QB33,,,,259.0
288,Brandon Weeden,QB34,,260.0,,260.0
289,Breshad Perriman,WR89,,,,260.0
290,Isaiah Burse,WR90,,261.0,,261.0
291,La'Mical Perine,RB88,,,,261.0
292,Juwan Green,WR91,,262.0,,262.0
293,Taywan Taylor,WR92,,263.0,,263.0
294,Qadree Ollison,RB89,,,,263.0
295,Derel Walker,WR93,,264.0,,264.0
296,Tyler Davis,WR94,,265.0,,265.0
297,Dan Arnold,TE38,,,,265.0
298,Connor Davis,TE39,,266.0,,266.0
299,Tyrod Taylor NYJ (6),QB35,,,,267.0
300,Josiah Deguara ARI (12),TE40,,267.0,,267.0
301,Khalid Hill,RB90,,268.0,,268.0
302,Aaron Fuller,WR95,,269.0,,269.0
303,Austin Traylor,TE41,,270.0,,270.0
304,Pooka Williams Jr.,RB91,,,,270.0
305,Jarvion Franklin,RB92,,271.0,,271.0
306,Scotty Miller PIT (7),WR96,,,,271.0
307,Martavis Bryant,WR97,,272.0,,272.0
308,Cam Newton,QB36,,,,273.0
309,Drew Anderson,QB37,,273.0,,273.0
310,Denzel Mims,WR98,,,,274.0
311,Cole McDonald,QB38,,274.0,,274.0
312,Willie Snead IV,WR99,,275.0,,275.0
313,Dee Eskridge MIA (14),WR100,,,,275.0
314,Darrin Hall,RB93,,276.0,,276.0
315,Dalton Schultz HOU (10),TE42,,,,277.0
316,DeAndre Thompkins,WR101,,277.0,,277.0
317,Phillip Andersen,K20,,278.0,,278.0
318,Eno Benjamin,RB94,,,,278.0
319,Isaiah Crowell,RB95,,279.0,,279.0
320,Jeff Wilson Jr.,RB96,,,,279.0
321,Jeremy Kerley,WR102,,280.0,,280.0
322,Austin MacGinnis,K21,,,,280.0
323,Broc Rutter,QB39,,281.0,,281.0
324,DeSean Jackson,WR103,,,,282.0
325,Royce Freeman,RB97,,,,284.0
326,Dallas Cowboys DST (7),DST24,,,,286.0
327,Keke Coutee,WR104,,,,288.0
328,Jared Goff DET (9),QB40,,,,289.0
329,Mo Alie-Cox IND (14),TE43,,,,290.0
330,Teddy Bridgewater,QB41,,,,291.0
331,Olamide Zaccheaus CHI (10),WR105,,,,292.0
332,Jalen Richard,RB98,,,,294.0
333,Hunter Renfrow CAR (13),WR106,,,,296.0
334,Larry Rountree III,RB99,,,,298.0
335,Jimmy Garoppolo LAR (11),QB42,,,,300.0
336,Samaje Perine CIN (10),RB100,,,,302.0
337,Travis Fulgham,WR107,,,,303.0
338,Ke'Shawn Vaughn,RB101,,,,305.0
339,Mike Boone,RB102,,,,306.0
340,David Moore CAR (13),WR108,,,,307.0
341,Quintez Cephus LAR (11) O,WR109,,,,308.0
342,Kerryon Johnson,RB103,,,,309.0
343,Philadelphia Eagles DST (14),DST25,,,,311.0
344,D'Onta Foreman,RB104,,,,312.0
345,Chris Boswell PIT (7),K22,,,,313.0
346,New York Giants DST (10),DST26,,,,314.0
347,Josh Reynolds NYJ (6),WR110,,,,315.0
348,Tim Patrick DET (9),WR111,,,,316.0
349,Graham Gano NYG (10),K23,,,,317.0
350,Kalen Ballage,RB105,,,,318.0
351,Cairo Santos CHI (10),K24,,,,319.0
352,Cody Parkey,K25,,,,320.0
353,Deonte Harty,WR112,,,,321.0
354,Anthony Miller BAL (8),WR113,,,,322.0
355,Rashard Higgins,WR114,,,,323.0
356,Matt Breida,RB106,,,,324.0
357,Ameer Abdullah,RB107,,,,325.0
358,New York Jets DST (6),DST27,,,,326.0
359,KJ Hamler BUF (7) O,WR115,,,,327.0
360,C.J. Uzomah,TE44,,,,328.0
361,Nick Folk,K26,,,,329.0
362,Zach Pascal NYG (10),WR116,,,,330.0
363,Marquise Goodwin,WR117,,,,331.0
364,Jake Elliott PHI (14),K27,,,,332.0
365,Ka'imi Fairbairn HOU (10),K28,,,,333.0
366,Jonathan Williams,RB108,,,,334.0
367,Jacksonville Jaguars DST (7),DST28,,,,335.0
368,Devin Funchess,WR118,,,,336.0
369,Josh Lambo,K29,,,,337.0
370,Michael Badgley,K30,,,,338.0
371,Atlanta Falcons DST (6),DST29,,,,339.0
372,Amari Rodgers,WR119,,,,340.0
373,Joey Slye TEN (13),K31,,,,341.0
374,Stephen Anderson,TE45,,,,342.0
375,David Njoku CLE (13),TE46,,,,343.0
376,Ito Smith,RB109,,,,344.0
377,Dyami Brown JAC (7),WR120,,,,345.0
378,Albert Wilson,WR121,,,,346.0
379,Chase McLaughlin TB (9),K32,,,,347.0
380,Donald Parham Jr. PIT (7),TE47,,,,348.0
381,Dustin Hopkins CLE (13),K33,,,,349.0
382,Kendrick Bourne NE (14),WR122,,,,350.0
383,Marcus Mariota WAS (9),QB43,,,,351.0
384,Antonio Gandy-Golden,WR123,,,,352.0
385,Van Jefferson TEN (13),WR124,,,,353.0
386,Detroit Lions DST (9),DST30,,,,354.0
387,Keelan Cole Sr.,WR125,,,,355.0
388,Tutu Atwell LAR (11) O,WR126,,,,356.0
389,James Washington,WR127,,,,357.0
390,N'Keal Harry,WR128,,,,358.0
391,Tucker McCann,K34,,,,359.0
392,Randy Bullock,K35,,,,360.0
393,Cam Sims,WR129,,,,361.0
394,Jalen Guyton,WR130,,,,362.0
395,Chris Conley,WR131,,,,363.0
396,Shi Smith,WR132,,,,364.0
397,Preston Williams,WR133,,,,365.0
398,Damiere Byrd,WR134,,,,367.0
399,Trent Sherfield Sr. DEN (11),WR135,,,,368.0
400,Michael Strachan WAS (9),WR136,,,,369.0
401,Matt Jones,RB110,,,,370.0
402,Matt Ammendola,K36,,,,371.0
403,Jalen Hurd,WR137,,,,372.0
404,Ryan Santoso,K37,,,,373.0
405,Aldrick Rosas,K38,,,,374.0
406,Devin Smith,WR138,,,,375.0
407,Jordan Love GB (13),QB44,,,,376.0
408,Greg Joseph SF (6),K39,,,,377.0
409,Cincinnati Bengals DST (10),DST31,,,,378.0
410,Dezmon Patmon,WR139,,,,379.0
411,Khalil Herbert IND (14),RB111,,,,380.0
412,Rodney Adams,WR140,,,,381.0
413,Jesper Horsted,TE48,,,,382.0
414,Peyton Barber,RB112,,,,383.0
415,Eddy Pineiro,K40,,,,384.0
416,Demetric Felton Jr. WAS (9),RB113,,,,385.0
417,Cornell Powell,WR141,,,,386.0
418,Cam Akers,RB114,,,,388.0
