Rank,Player Team (Bye),POS,CBS,Sleeper,RTSports,AVG
105,Kirk Cousins ATL (11) O,QB13,,110.0,108.0,109.0
106,Justin Tucker,K1,,91.0,128.0,109.5
107,Rashaad Penny,RB39,,101.0,119.0,110.0
108,Anthony Richardson Sr. IND (11) O,QB14,,107.0,113.0,110.0
109,De'Von Achane MIA (10),RB40,,124.0,98.0,111.0
110,Dalton Kincaid BUF (13),TE11,,111.0,114.0,112.5
111,Kadarius Toney,WR44,,106.0,121.0,113.5
112,JuJu Smith-Schuster KC (10),WR45,,120.0,107.0,113.5
113,Odell Beckham Jr.,WR46,,114.0,115.0,114.5
114,Raheem Mostert LV (13),RB41,,129.0,101.0,115.0
115,Daniel Jones IND (11) O,QB15,,138.0,93.0,115.5
116,Skyy Moore KC (10),WR47,,137.0,97.0,117.0
117,Philadelphia Eagles DST (10),DST2,,102.0,133.0,117.5
118,Treylon Burks TEN (7),WR48,,116.0,122.0,119.0
119,Elijah Mitchell KC (10),RB42,,121.0,120.0,120.5
120,Elijah Moore BUF (13),WR49,,130.0,112.0,121.0
121,Jaylen Warren PIT (6),RB43,,140.0,103.0,121.5
122,Quentin Johnston LAC (5),WR50,,109.0,134.0,121.5
123,Geno Smith LV (13),QB16,,125.0,118.0,121.5
124,Ezekiel Elliott,RB44,,123.0,124.0,123.5
125,Dalton Schultz HOU (7),TE12,,118.0,131.0,124.5
126,Damien Harris,RB45,,126.0,125.0,125.5
127,Dallas Cowboys DST (7),DST3,,108.0,146.0,127.0
128,Jared Goff DET (9),QB17,,146.0,110.0,128.0
129,Tank Bigsby JAC (9),RB46,,143.0,117.0,130.0
130,Adam Thielen CAR (7),WR51,,134.0,126.0,130.0
131,Jerick McKinnon,RB47,,145.0,116.0,130.5
132,Allen Lazard NYJ (7),WR52,,133.0,132.0,132.5
133,Cole Kmet CHI (13),TE13,,127.0,150.0,138.5
134,Tyler Allgeier ATL (11),RB48,,141.0,136.0,138.5
135,Buffalo Bills DST (13),DST4,,113.0,166.0,139.5
136,Daniel Carlson LV (13),K2,,128.0,157.0,142.5
137,Tyler Higbee LAR (10),TE14,,150.0,137.0,143.5
138,Chig Okonkwo TEN (7),TE15,,142.0,147.0,144.5
139,Romeo Doubs GB (6),WR53,,164.0,127.0,145.5
140,Evan McPherson CIN (7),K3,,112.0,183.0,147.5
141,Tyler Bass BUF (13),K4,,131.0,165.0,148.0
142,D'Onta Foreman,RB49,,157.0,142.0,149.5
143,New England Patriots DST (11),DST5,,132.0,168.0,150.0
144,Rashod Bateman BAL (13),WR54,,151.0,151.0,151.0
145,Russell Wilson NYG (13),QB18,,163.0,141.0,152.0
146,Jameson Williams DET (9),WR55,,148.0,156.0,152.0
147,Sam LaPorta DET (9),TE16,,161.0,144.0,152.5
148,Harrison Butker KC (10),K5,,117.0,189.0,153.0
149,New York Jets DST (7),DST6,,122.0,186.0,154.0
150,Roschon Johnson CHI (13),RB50,,173.0,135.0,154.0
151,Derek Carr,QB19,,167.0,145.0,156.0
152,Kenneth Gainwell PIT (6),RB51,,185.0,129.0,157.0
153,Kareem Hunt KC (10),RB52,,166.0,149.0,157.5
154,Jalin Hyatt NYG (13),WR56,,165.0,153.0,159.0
155,Brock Purdy SF (9),QB20,,159.0,160.0,159.5
156,Baltimore Ravens DST (13),DST7,,136.0,184.0,160.0
157,Juwan Johnson NO (11),TE17,,191.0,130.0,160.5
158,Devin Singletary NYG (13),RB53,,169.0,154.0,161.5
159,Deuce Vaughn DAL (7),RB54,,160.0,163.0,161.5
160,Kenny Pickett CLE (5),QB21,,184.0,140.0,162.0
161,Nico Collins HOU (7),WR57,,187.0,138.0,162.5
162,Jordan Love GB (6),QB22,,168.0,158.0,163.0
163,Jakobi Meyers LV (13),WR58,,175.0,152.0,163.5
164,Tyler Boyd,WR59,,155.0,172.0,163.5
165,Tyjae Spears TEN (7),RB55,,188.0,148.0,168.0
166,Kendre Miller NO (11),RB56,,156.0,182.0,169.0
167,Marvin Mims Jr. DEN (9),WR60,,180.0,159.0,169.5
168,Greg Dulcich NYG (13),TE18,,171.0,169.0,170.0
169,Darnell Mooney ATL (11),WR61,,170.0,171.0,170.5
170,Younghoe Koo ATL (11),K6,,135.0,209.0,172.0
171,Deon Jackson,RB57,,201.0,143.0,172.0
172,Rashee Rice KC (10),WR62,,152.0,197.0,174.5
173,New Orleans Saints DST (11),DST8,,147.0,204.0,175.5
174,Bryce Young CAR (7),QB23,,177.0,178.0,177.5
175,Pittsburgh Steelers DST (6),DST9,,144.0,212.0,178.0
176,Chuba Hubbard CAR (7),RB58,,196.0,161.0,178.5
177,Luke Musgrave GB (6),TE19,,183.0,176.0,179.5
178,Washington Commanders DST (14),DST10,,153.0,210.0,181.5
179,Jason Myers SEA (5),K7,,172.0,192.0,182.0
180,Jonathan Mingo DAL (7),WR63,,176.0,188.0,182.0
181,Zay Jones ARI (14),WR64,,195.0,170.0,182.5
182,Jake Elliott PHI (10),K8,,139.0,228.0,183.5
183,Van Jefferson TEN (7),WR65,,197.0,173.0,185.0
184,Brandon McManus GB (6),K9,,158.0,214.0,186.0
185,Sam Howell MIN (13),QB24,,210.0,164.0,187.0
186,Rondale Moore MIN (13),WR66,,221.0,155.0,188.0
187,Matthew Stafford LAR (10),QB25,,211.0,167.0,189.0
188,Gerald Everett,TE20,,193.0,187.0,190.0
189,Donovan Peoples-Jones NO (11),WR67,,242.0,139.0,190.5
190,Miami Dolphins DST (10),DST11,,149.0,233.0,191.0
191,Cameron Dicker LAC (5),K10,,181.0,206.0,193.5
192,Zack Moss CIN (7),RB59,,202.0,185.0,193.5
193,C.J. Stroud HOU (7),QB26,,214.0,177.0,195.5
194,Gus Edwards,RB60,,200.0,198.0,199.0
195,Jacksonville Jaguars DST (9),DST12,,206.0,193.0,199.5
196,Kyler Murray ARI (14),QB27,,199.0,200.0,199.5
197,K.J. Osborn WAS (14),WR68,,239.0,162.0,200.5
198,Jason Sanders MIA (10),K11,,154.0,248.0,201.0
199,Taysom Hill NO (11),TE21,,162.0,243.0,202.5
200,Jimmy Garoppolo LAR (10),QB28,,230.0,175.0,202.5
201,Greg Zuerlein,K12,,178.0,227.0,202.5
202,Clyde Edwards-Helaire NO (11),RB61,,194.0,211.0,202.5
203,Michael Gallup WAS (14),WR69,,190.0,218.0,204.0
204,Joshua Kelley,RB62,,228.0,181.0,204.5
205,Cordarrelle Patterson PIT (6),RB63,,217.0,194.0,205.5
206,Jake Ferguson DAL (7),TE22,,207.0,205.0,206.0
207,Seattle Seahawks DST (5),DST13,,174.0,239.0,206.5
208,Denver Broncos DST (9),DST14,,182.0,234.0,208.0
209,Zamir White LV (13),RB64,,215.0,201.0,208.0
210,Alec Pierce IND (11),WR70,,223.0,199.0,211.0
211,Ty Chandler MIN (13),RB65,,232.0,191.0,211.5
212,Irv Smith Jr. HOU (7),TE23,,234.0,190.0,212.0
213,Jayden Reed GB (6),WR71,,219.0,208.0,213.5
214,Marquez Valdes-Scantling SEA (5),WR72,,209.0,219.0,214.0
215,Chase Brown CIN (7),RB66,,192.0,237.0,214.5
216,Kansas City Chiefs DST (10),DST15,,205.0,226.0,215.5
217,Tank Dell HOU (7) O,WR73,,208.0,224.0,216.0
218,Sean Tucker TB (5),RB67,,227.0,207.0,217.0
219,Michael Mayer LV (13),TE24,,198.0,238.0,218.0
220,Ryan Tannehill,QB29,,265.0,174.0,219.5
221,Jerome Ford CLE (5),RB68,,222.0,217.0,219.5
222,Graham Gano NYG (13),K13,,186.0,255.0,220.5
223,Cincinnati Bengals DST (7),DST16,,203.0,242.0,222.5
224,Justyn Ross KC (10),WR74,,220.0,225.0,222.5
225,Evan Hull PIT (6) O,RB69,,225.0,221.0,223.0
226,Baker Mayfield TB (5),QB30,,271.0,180.0,225.5
227,Green Bay Packers DST (6),DST17,,179.0,273.0,226.0
228,DJ Chark Jr.,WR75,,218.0,235.0,226.5
229,Mike Gesicki CIN (7),TE25,,252.0,203.0,227.5
230,Dawson Knox BUF (13),TE26,,189.0,268.0,228.5
231,Mac Jones SF (9),QB31,,280.0,179.0,229.5
232,Jake Moody SF (9),K14,,212.0,252.0,232.0
233,Isaiah Hodgins SF (9),WR76,,241.0,223.0,232.0
234,Matt Gay WAS (14),K15,,213.0,254.0,233.5
235,Tampa Bay Buccaneers DST (5),DST18,,237.0,230.0,233.5
236,Zach Ertz WAS (14),TE27,,235.0,232.0,233.5
237,Desmond Ridder,QB32,,273.0,195.0,234.0
238,Cleveland Browns DST (5),DST19,,226.0,253.0,239.5
239,Leonard Fournette,RB70,,243.0,240.0,241.5
240,Hunter Renfrow CAR (7),WR77,,224.0,261.0,242.5
241,Tyler Conklin LAC (5),TE28,,245.0,241.0,243.0
242,Minnesota Vikings DST (13),DST20,,233.0,256.0,244.5
243,DeVante Parker,WR78,,231.0,259.0,245.0
244,Curtis Samuel BUF (13),WR79,,247.0,244.0,245.5
245,Riley Patterson,K16,,204.0,290.0,247.0
246,Rashid Shaheed NO (11),WR80,,248.0,250.0,249.0
247,John Metchie III HOU (7),WR81,,236.0,263.0,249.5
248,Mecole Hardman Jr. GB (6),WR82,,238.0,262.0,250.0
249,Kyren Williams LAR (10),RB71,,,196.0,196.0
250,Los Angeles Chargers DST (5),DST21,,229.0,272.0,250.5
251,Parris Campbell DAL (7),WR83,,,202.0,202.0
252,Isaiah Likely BAL (13),TE29,,255.0,258.0,256.5
253,Wan'Dale Robinson NYG (13),WR84,,246.0,271.0,258.5
254,Richie James Jr.,WR85,,,213.0,213.0
255,Aidan O'Connell LV (13),QB33,,,215.0,215.0
256,Tennessee Titans DST (7),DST22,,216.0,,216.0
257,Joshua Dobbs NE (11),QB34,,,216.0,216.0
258,Kyle Trask TB (5),QB35,,,220.0,220.0
259,New York Giants DST (13),DST23,,244.0,282.0,263.0
260,Hunter Henry NE (11),TE30,,,222.0,222.0
261,Josh Downs IND (11),WR86,,253.0,275.0,264.0
262,Clayton Tune ARI (14),QB36,,,229.0,229.0
263,Hayden Hurst,TE31,,,231.0,231.0
264,Trey McBride ARI (14),TE32,,251.0,286.0,268.5
265,Jeff Wilson Jr.,RB72,,,236.0,236.0
266,Zach Evans NYJ (7),RB73,,249.0,294.0,271.5
267,Michael Wilson ARI (14),WR87,,263.0,280.0,271.5
268,DeWayne McBride,RB74,,240.0,,240.0
269,Keaontay Ingram KC (10),RB75,,276.0,269.0,272.5
270,Chase Edmonds,RB76,,,245.0,245.0
271,Joshua Palmer BUF (13),WR88,,,246.0,246.0
272,Puka Nacua LAR (10),WR89,,260.0,291.0,275.5
273,Darius Slayton NYG (13),WR90,,,247.0,247.0
274,Cade Otton TB (5),TE33,,286.0,266.0,276.0
275,Noah Fant SEA (5),TE34,,288.0,265.0,276.5
276,Jaleel McLaughlin DEN (9),RB77,,,249.0,249.0
277,Israel Abanikanda SF (9),RB78,,250.0,,250.0
278,Wil Lutz DEN (9),K17,,,251.0,251.0
279,Charles McClelland,RB79,,256.0,,256.0
280,Sam Darnold SEA (5),QB37,,,257.0,257.0
281,Elijah Holyfield,RB80,,257.0,,257.0
282,Isaiah Bowser,RB81,,258.0,,258.0
283,Kyle Rudolph,TE35,,259.0,,259.0
284,Chase Claypool,WR91,,,260.0,260.0
285,Xavier Ubosi,WR92,,261.0,,261.0
286,Tristan Vizcaino,K18,,262.0,,262.0
287,Michael Carter ARI (14),RB82,,269.0,298.0,283.5
288,Matt Schaub,QB38,,264.0,,264.0
289,Mike White BUF (13),QB39,,,264.0,264.0
290,Tommy DeVito NYG (13),QB40,,266.0,,266.0
291,Logan Thomas,TE36,,,267.0,267.0
292,Scotty Miller PIT (6),WR93,,267.0,,267.0
293,Derek Watt,RB83,,268.0,,268.0
294,Khalil Shakir BUF (13),WR94,,281.0,293.0,287.0
295,Robert Woods PIT (6),WR95,,,270.0,270.0
296,Charleston Rambo,WR96,,270.0,,270.0
297,Brayden Willis SF (9),TE37,,272.0,,272.0
298,Allen Robinson II,WR97,,290.0,287.0,288.5
299,Chris Boswell PIT (6),K19,,,274.0,274.0
300,Trey Wolff,K20,,274.0,,274.0
301,Latavius Murray,RB84,,,276.0,276.0
302,Terrace Marshall Jr. PHI (10),WR98,,297.0,284.0,290.5
303,Greg Joseph SF (9),K21,,,277.0,277.0
304,Matthew Trickett,K22,,277.0,,277.0
305,Jelani Woods IND (11),TE38,,278.0,,278.0
306,Cedric Tillman CLE (5),WR99,,,278.0,278.0
307,Luke Schoonmaker DAL (7),TE39,,,279.0,279.0
308,Andre Szmyt CLE (5),K23,,279.0,,279.0
309,Rico Dowdle CAR (7),RB85,,,281.0,281.0
310,Davis Allen LAR (10),TE40,,282.0,,282.0
311,Detroit Lions DST (9),DST24,,,283.0,283.0
312,Noah Gindorff,TE41,,283.0,,283.0
313,Trey Lance LAC (5),QB41,,284.0,,284.0
314,Salvon Ahmed IND (11),RB86,,,285.0,285.0
315,Leroy Watson MIN (13),TE42,,285.0,,285.0
316,Chad Henne,QB42,,287.0,,287.0
317,Brandon Aubrey DAL (7),K24,,,288.0,288.0
318,Mason Crosby,K25,,289.0,,289.0
319,Chris Evans,RB87,,,289.0,289.0
320,Andy Janovich,RB88,,291.0,,291.0
321,Pierre Strong Jr. CLE (5),RB89,,295.0,301.0,298.0
322,Tyquan Thornton KC (10),WR100,,292.0,,292.0
323,Chad Ryland ARI (14),K26,,,292.0,292.0
324,Darius Jackson,RB90,,294.0,,294.0
325,Josh Reynolds NYJ (7),WR101,,,295.0,295.0
326,Mack Hollins NE (11),WR102,,,296.0,296.0
327,Elliott Fry,K27,,296.0,,296.0
328,Marvin Jones Jr.,WR103,,,297.0,297.0
329,Matt Ryan,QB43,,298.0,,298.0
330,O.J. Howard,TE43,,299.0,,299.0
331,Matt Breida,RB91,,,299.0,299.0
332,Josh Lambo,K28,,300.0,,300.0
333,Trey Palmer TB (5),WR104,,,300.0,300.0
334,Josh Rosen,QB44,,301.0,,301.0
335,Chris Rodriguez Jr. WAS (14) O,RB92,,,302.0,302.0
336,Christopher Dunn,K29,,302.0,,302.0
337,Mike Glennon,QB45,,303.0,,303.0
338,Raheem Blackshear CAR (7),RB93,,,303.0,303.0
339,Benjamin Watson,TE44,,304.0,,304.0
340,Chris Brooks GB (6),RB94,,,304.0,304.0
341,Justin Watson HOU (7),WR105,,305.0,,305.0
342,Danny Vitale,RB95,,306.0,,306.0
343,Cody Parkey,K30,,307.0,,307.0
344,Ryan Fitzpatrick,QB46,,308.0,,308.0
345,Zach Wilson MIA (10),QB47,,310.0,,310.0
346,Bobby Holly,RB96,,311.0,,311.0
347,Jason Witten,TE45,,312.0,,312.0
348,Philip Rivers,QB48,,313.0,,313.0
349,Jazz Ferguson,WR106,,314.0,,314.0
350,Blaine Gabbert,QB49,,315.0,,315.0
351,Ryan Succop,K31,,316.0,,316.0
352,Jonathan Brown,K32,,317.0,,317.0
353,Jake Luton,QB50,,319.0,,319.0
354,Taylor Bertolet,K33,,320.0,,320.0
355,Kyle Sloter,QB51,,321.0,,321.0
