Season,Team,Conf,Class,Pos,G,Receiving Rec,Receiving Yds,Receiving Y/R,Receiving TD,Receiving Y/G,Rushing Att,Rushing Yds,Rushing Y/A,Rushing TD,Rushing Y/G,Scrimmage Plays,Scrimmage Yds,Scrimmage Avg,Scrimmage TD,Awards,Player,Tackles Solo,Tackles Ast,Tackles Comb,Tackles TFL,Tackles Sk,Def Interceptions Int,Def Interceptions Yds,Def Interceptions Avg,Def Interceptions IntTD,Def Interceptions PD,Fumbles FR,Fumbles Yds,Fumbles FRTD,Fumbles FF
2021*,Michigan,Big Ten,SO,WR,13,25,420,16.8,3,32.3,3,59,19.7,0,4.5,28,479,17.1,3,,Roman Wilson,,,,,,,,,,,,,,
2022*,Michigan,Big Ten,JR,WR,12,25,376,15.0,4,31.3,2,39,19.5,2,3.3,27,415,15.4,6,,Roman Wilson,,,,,,,,,,,,,,
2023*,Michigan,Big Ten,SR,WR,15,48,789,16.4,12,52.6,1,10,10.0,0,0.7,49,799,16.3,12,,Roman Wilson,,,,,,,,,,,,,,
2020,Washington,Pac-12,FR,WR,3,1,16,16.0,0,5.3,2,14,7.0,0,4.7,3,30,10.0,0,,Jalen McMillan,,,,,,,,,,,,,,
2021,Washington,Pac-12,FR,WR,11,39,470,12.1,3,42.7,0,0,,0,0.0,39,470,12.1,3,,Jalen McMillan,,,,,,,,,,,,,,
2022*,Washington,Pac-12,SO,WR,13,79,1098,13.9,9,84.5,1,2,2.0,0,0.2,80,1100,13.8,9,,Jalen McMillan,,,,,,,,,,,,,,
2023*,Washington,Pac-12,JR,WR,11,45,559,12.4,5,50.8,3,30,10.0,1,2.7,48,589,12.3,6,,Jalen McMillan,,,,,,,,,,,,,,
2021*,Oregon,Pac-12,FR,WR,14,18,209,11.6,2,14.9,0,0,,0,0.0,18,209,11.6,2,,Troy Franklin,,,,,,,,,,,,,,
2022*,Oregon,Pac-12,SO,WR,13,61,891,14.6,9,68.5,0,0,,0,0.0,61,891,14.6,9,,Troy Franklin,,,,,,,,,,,,,,
2023*,Oregon,Pac-12,JR,WR,13,81,1383,17.1,14,106.4,0,0,,0,0.0,81,1383,17.1,14,,Troy Franklin,,,,,,,,,,,,,,
2020*,Alabama,SEC,FR,WR,7,2,15,7.5,0,2.1,0,0,,0,0.0,2,15,7.5,0,,Javon Baker,,,,,,,,,,,,,,
2021*,Alabama,SEC,SO,WR,11,7,101,14.4,1,9.2,0,0,,0,0.0,7,101,14.4,1,,Javon Baker,,,,,,,,,,,,,,
2022*,UCF,American,JR,WR,14,56,796,14.2,5,56.9,0,0,,0,0.0,56,796,14.2,5,,Javon Baker,,,,,,,,,,,,,,
2023*,UCF,Big 12,SR,WR,13,52,1139,21.9,7,87.6,0,0,,0,0.0,52,1139,21.9,7,,Javon Baker,,,,,,,,,,,,,,
2021*,Kent State,MAC,FR,WR,8,5,124,24.8,1,15.5,0,0,,0,0.0,5,124,24.8,1,,Devontez Walker,,,,,,,,,,,,,,
2022,Kent State,MAC,SO,WR,12,58,921,15.9,11,76.8,3,29,9.7,1,2.4,61,950,15.6,12,,Devontez Walker,,,,,,,,,,,,,,
2023*,North Carolina,ACC,SO,WR,8,41,699,17.0,7,87.4,3,23,7.7,0,2.9,44,722,16.4,7,,Devontez Walker,,,,,,,,,,,,,,
2019,UTEP,CUSA,FR,WR,12,31,550,17.7,3,45.8,0,0,,0,0.0,31,550,17.7,3,,Jacob Cowing,,,,,,,,,,,,,,
2020,UTEP,CUSA,SO,WR,8,41,691,16.9,3,86.4,0,0,,0,0.0,41,691,16.9,3,,Jacob Cowing,,,,,,,,,,,,,,
2021*,UTEP,CUSA,SO,WR,13,69,1354,19.6,7,104.2,4,75,18.8,1,5.8,73,1429,19.6,8,,Jacob Cowing,,,,,,,,,,,,,,
2022,Arizona,Pac-12,JR,WR,12,85,1034,12.2,7,86.2,3,1,0.3,0,0.1,88,1035,11.8,7,,Jacob Cowing,,,,,,,,,,,,,,
2023*,Arizona,Pac-12,SR,WR,13,90,848,9.4,13,65.2,5,26,5.2,0,2.0,95,874,9.2,13,,Jacob Cowing,,,,,,,,,,,,,,
2020,Missouri,SEC,FR,WR,5,,,,,,,,,,,,,,,,Kris Abrams-Draine,0,1,1,0,0.0,0,0,,0,0,0,0,0,0
2021*,Missouri,SEC,SO,DB,14,,,,,,,,,,,,,,,,Kris Abrams-Draine,31,10,41,1,0.0,3,0,0.0,0,7,1,0,0,0
2022*,Missouri,SEC,JR,DB,12,,,,,,,,,,,,,,,,Kris Abrams-Draine,36,12,48,0,0.0,0,0,,0,14,0,0,0,0
2023*,Missouri,SEC,SR,DB,13,,,,,,,,,,,,,,,,Kris Abrams-Draine,38,13,51,3,0.0,4,9,2.3,0,13,0,0,0,1
2019*,Texas A&M,SEC,FR,WR,12,22,248,11.3,3,20.7,7,54,7.7,0,4.5,29,302,10.4,3,,Ainias Smith,,,,,,,,,,,,,,
2020*,Texas A&M,SEC,SO,RB,10,43,564,13.1,6,56.4,49,293,6.0,4,29.3,92,857,9.3,10,,Ainias Smith,,,,,,,,,,,,,,
2021,Texas A&M,SEC,JR,WR,12,47,509,10.8,6,42.4,8,26,3.3,0,2.2,55,535,9.7,6,,Ainias Smith,,,,,,,,,,,,,,
2022,Texas A&M,SEC,SR,WR,4,15,291,19.4,2,72.8,3,11,3.7,0,2.8,18,302,16.8,2,,Ainias Smith,,,,,,,,,,,,,,
2023*,Texas A&M,SEC,SR,WR,12,53,795,15.0,2,66.3,5,21,4.2,0,1.8,58,816,14.1,2,,Ainias Smith,,,,,,,,,,,,,,
2019*,Georgia State,Sun Belt,FR,WR,3,2,17,8.5,0,5.7,0,0,,0,0.0,2,17,8.5,0,,Jamari Thrash,,,,,,,,,,,,,,
2020*,Georgia State,Sun Belt,FR,WR,9,9,161,17.9,2,17.9,0,0,,0,0.0,9,161,17.9,2,,Jamari Thrash,,,,,,,,,,,,,,
2021*,Georgia State,Sun Belt,SO,WR,13,32,452,14.1,3,34.8,1,5,5.0,0,0.4,33,457,13.8,3,,Jamari Thrash,,,,,,,,,,,,,,
2022,Georgia State,Sun Belt,JR,WR,12,61,1122,18.4,7,93.5,2,5,2.5,0,0.4,63,1127,17.9,7,,Jamari Thrash,,,,,,,,,,,,,,
2023*,Louisville,ACC,SR,WR,12,63,858,13.6,6,71.5,1,12,12.0,1,1.0,64,870,13.6,7,,Jamari Thrash,,,,,,,,,,,,,,
2018*,Iowa,Big Ten,FR,WR,4,1,22,22.0,0,5.5,1,-1,-1.0,0,-0.3,2,21,10.5,0,,Tyrone Tracy Jr.,,,,,,,,,,,,,,
2019*,Iowa,Big Ten,FR,WR,13,36,589,16.4,3,45.3,6,39,6.5,1,3.0,42,628,15.0,4,,Tyrone Tracy Jr.,,,,,,,,,,,,,,
2020,Iowa,Big Ten,SO,WR,8,14,154,11.0,1,19.3,2,22,11.0,0,2.8,16,176,11.0,1,,Tyrone Tracy Jr.,,,,,,,,,,,,,,
2021*,Iowa,Big Ten,JR,WR,13,15,106,7.1,1,8.2,7,33,4.7,1,2.5,22,139,6.3,2,,Tyrone Tracy Jr.,,,,,,,,,,,,,,
2022*,Purdue,Big Ten,JR,RB,14,28,198,7.1,0,14.1,17,138,8.1,0,9.9,45,336,7.5,0,,Tyrone Tracy Jr.,,,,,,,,,,,,,,
2023,Purdue,Big Ten,SR,RB,11,19,132,6.9,0,12.0,113,716,6.3,8,65.1,132,848,6.4,8,,Tyrone Tracy Jr.,,,,,,,,,,,,,,
2019*,Tulane,American,FR,WR,8,2,31,15.5,1,3.9,0,0,,0,0.0,2,31,15.5,1,,Jha'Quan Jackson,,,,,,,,,,,,,,
2020*,Tulane,American,SO,WR,12,31,425,13.7,8,35.4,2,31,15.5,1,2.6,33,456,13.8,9,,Jha'Quan Jackson,,,,,,,,,,,,,,
2021,Tulane,American,SO,WR,12,17,294,17.3,1,24.5,4,26,6.5,0,2.2,21,320,15.2,1,,Jha'Quan Jackson,,,,,,,,,,,,,,
2022*,Tulane,American,JR,WR,14,33,554,16.8,3,39.6,1,8,8.0,0,0.6,34,562,16.5,3,,Jha'Quan Jackson,,,,,,,,,,,,,,
2023*,Tulane,American,SR,WR,10,26,439,16.9,4,43.9,5,51,10.2,0,5.1,31,490,15.8,4,,Jha'Quan Jackson,,,,,,,,,,,,,,
2019,Northwestern,Big Ten,FR,WR,11,6,25,4.2,0,2.3,0,0,,0,0.0,6,25,4.2,0,,Malik Washington,,,,,,,,,,,,,,
2020*,Northwestern,Big Ten,SO,WR,5,5,51,10.2,0,10.2,1,8,8.0,0,1.6,6,59,9.8,0,,Malik Washington,,,,,,,,,,,,,,
2021,Northwestern,Big Ten,JR,WR,12,44,578,13.1,2,48.2,5,-2,-0.4,0,-0.2,49,576,11.8,2,,Malik Washington,,,,,,,,,,,,,,
2022,Northwestern,Big Ten,SR,WR,12,65,694,10.7,1,57.8,9,16,1.8,0,1.3,74,710,9.6,1,,Malik Washington,,,,,,,,,,,,,,
2023,Virginia,ACC,SR,WR,12,110,1426,13.0,9,118.8,3,7,2.3,0,0.6,113,1433,12.7,9,,Malik Washington,,,,,,,,,,,,,,
2020,Arizona State,Pac-12,FR,WR,3,6,89,14.8,0,29.7,1,0,0.0,0,0.0,7,89,12.7,0,,Johnny Wilson,,,,,,,,,,,,,,
2021*,Arizona State,Pac-12,FR,WR,5,12,154,12.8,1,30.8,0,0,,0,0.0,12,154,12.8,1,,Johnny Wilson,,,,,,,,,,,,,,
2022*,Florida State,ACC,SO,WR,13,43,897,20.9,5,69.0,0,0,,0,0.0,43,897,20.9,5,,Johnny Wilson,,,,,,,,,,,,,,
2023*,Florida State,ACC,JR,WR,10,41,617,15.0,2,61.7,0,0,,0,0.0,41,617,15.0,2,,Johnny Wilson,,,,,,,,,,,,,,
2019*,Illinois,Big Ten,FR,WR,10,11,132,12.0,0,13.2,0,0,,0,0.0,11,132,12.0,0,,Casey Washington,,,,,,,,,,,,,,
2020,Illinois,Big Ten,SO,WR,8,10,106,10.6,0,13.3,0,0,,0,0.0,10,106,10.6,0,,Casey Washington,,,,,,,,,,,,,,
2021,Illinois,Big Ten,SO,WR,12,21,294,14.0,0,24.5,0,30,,1,2.5,21,324,15.4,1,,Casey Washington,,,,,,,,,,,,,,
2022*,Illinois,Big Ten,JR,WR,13,31,306,9.9,0,23.5,0,0,,0,0.0,31,306,9.9,0,,Casey Washington,,,,,,,,,,,,,,
2023,Illinois,Big Ten,SR,WR,12,49,670,13.7,4,55.8,0,0,,0,0.0,49,670,13.7,4,,Casey Washington,,,,,,,,,,,,,,
2021*,UAB,CUSA,JR,WR,12,6,72,12.0,0,6.0,0,0,,0,0.0,6,72,12.0,0,,Tejhaun Palmer,,,,,,,,,,,,,,
2022*,UAB,CUSA,JR,WR,13,30,479,16.0,2,36.8,0,0,,0,0.0,30,479,16.0,2,,Tejhaun Palmer,,,,,,,,,,,,,,
2023,UAB,American,SR,WR,12,47,858,18.3,7,71.5,0,0,,0,0.0,47,858,18.3,7,,Tejhaun Palmer,,,,,,,,,,,,,,
2020*,Colorado,Pac-12,FR,WR,6,6,120,20.0,2,20.0,0,0,,0,0.0,6,120,20.0,2,,Brenden Rice,,,,,,,,,,,,,,
2021,Colorado,Pac-12,FR,WR,11,21,299,14.2,3,27.2,6,54,9.0,0,4.9,27,353,13.1,3,,Brenden Rice,,,,,,,,,,,,,,
2022*,USC,Pac-12,JR,WR,14,39,611,15.7,4,43.6,0,0,,0,0.0,39,611,15.7,4,,Brenden Rice,,,,,,,,,,,,,,
2023*,USC,Pac-12,SR,WR,12,45,791,17.6,12,65.9,0,0,,0,0.0,45,791,17.6,12,,Brenden Rice,,,,,,,,,,,,,,
2019*,Utah,Pac-12,FR,WR,4,0,0,,0,0.0,0,0,,0,0.0,0,0,,0,,Devaughn Vele,,,,,,,,,,,,,,
2020,Utah,Pac-12,FR,WR,5,2,12,6.0,0,2.4,0,0,,0,0.0,2,12,6.0,0,,Devaughn Vele,,,,,,,,,,,,,,
2021*,Utah,Pac-12,FR,WR,14,23,389,16.9,1,27.8,0,0,,0,0.0,23,389,16.9,1,,Devaughn Vele,,,,,,,,,,,,,,
2022*,Utah,Pac-12,SO,WR,14,55,695,12.6,5,49.6,2,-4,-2.0,0,-0.3,57,691,12.1,5,,Devaughn Vele,,,,,,,,,,,,,,
2023*,Utah,Pac-12,JR,WR,10,43,593,13.8,3,59.3,0,0,,0,0.0,43,593,13.8,3,,Devaughn Vele,,,,,,,,,,,,,,
2019*,Memphis,American,FR,WR,4,3,32,10.7,0,8.0,0,0,,0,0.0,3,32,10.7,0,,Tahj Washington,,,,,,,,,,,,,,
2020*,Memphis,American,FR,WR,11,43,743,17.3,6,67.5,4,11,2.8,1,1.0,47,754,16.0,7,,Tahj Washington,,,,,,,,,,,,,,
2021,USC,Pac-12,SO,WR,12,54,602,11.1,1,50.2,0,0,,0,0.0,54,602,11.1,1,,Tahj Washington,,,,,,,,,,,,,,
2022*,USC,Pac-12,JR,WR,14,50,785,15.7,6,56.1,0,0,,0,0.0,50,785,15.7,6,,Tahj Washington,,,,,,,,,,,,,,
2023*,USC,Pac-12,SR,WR,13,59,1062,18.0,8,81.7,1,10,10.0,0,0.8,60,1072,17.9,8,,Tahj Washington,,,,,,,,,,,,,,
2019*,Michigan,Big Ten,FR,WR,12,4,61,15.3,1,5.1,0,0,,0,0.0,4,61,15.3,1,,Cornelius Johnson,,,,,,,,,,,,,,
2020,Michigan,Big Ten,SO,WR,6,16,254,15.9,3,42.3,0,0,,0,0.0,16,254,15.9,3,,Cornelius Johnson,,,,,,,,,,,,,,
2021*,Michigan,Big Ten,JR,WR,14,39,620,15.9,3,44.3,3,30,10.0,0,2.1,42,650,15.5,3,,Cornelius Johnson,,,,,,,,,,,,,,
2022*,Michigan,Big Ten,SR,WR,14,32,499,15.6,6,35.6,0,0,,0,0.0,32,499,15.6,6,,Cornelius Johnson,,,,,,,,,,,,,,
2023*,Michigan,Big Ten,SR,WR,15,47,604,12.9,1,40.3,3,40,13.3,0,2.7,50,644,12.9,1,,Cornelius Johnson,,,,,,,,,,,,,,
